0,18611.0,9.820979007228727e-27,-17.09993,-2.06005,-0.15
1,18618.0,1.140844242138331e-26,-17.069695000000003,-1.79513,-0.15
2,18425.0,1.9343496716304508e-26,-17.03946,-1.53021,-0.15
3,18630.0,5.338682978397298e-26,-17.009225,-1.26529,-0.15
4,2126.0,6.932383850349266e-26,-16.97899,-1.00037,-0.15
5,18518.0,6.997321926388325e-26,-16.948755,-0.7354499999999999,-0.15
6,18584.0,7.409300417441941e-26,-16.91852,-0.47053,-0.15
7,1954.0,7.463611778489379e-26,-17.09993,-2.06005,-0.45
8,18432.0,7.664161526223525e-26,-17.069695000000003,-1.79513,-0.45
9,2127.0,8.939525180953366e-26,-17.03946,-1.53021,-0.45
10,2132.0,9.14699742988366e-26,-17.009224999999997,-1.26529,-0.45
11,2109.0,1.2661578545557085e-25,-16.97899,-1.00037,-0.45
12,2040.0,1.6439958541020493e-25,-16.948755,-0.7354499999999999,-0.45
13,1953.0,2.1148687877802087e-25,-16.91852,-0.47053,-0.45
14,18439.0,2.207351066369566e-25,-17.09993,-2.06005,-0.75
15,18461.0,2.296746856935067e-25,-17.069695000000003,-1.79513,-0.75
16,18525.0,2.4057920525320883e-25,-17.03946,-1.53021,-0.75
17,18412.0,2.4610824905398734e-25,-17.009224999999997,-1.26529,-0.75
18,18604.0,3.078137546542879e-25,-16.97899,-1.00037,-0.75
19,1960.0,3.1637843088922977e-25,-16.948755,-0.7354499999999999,-0.75
20,18624.0,3.165822349563756e-25,-16.91852,-0.47053,-0.75
21,18547.0,4.1221961768699558e-25,-17.09993,-2.06005,-1.05
22,2041.0,4.447122085786389e-25,-17.069695000000003,-1.79513,-1.05
23,2125.0,5.175677315420108e-25,-17.03946,-1.53021,-1.05
24,18359.0,5.412950409707005e-25,-17.009224999999997,-1.26529,-1.05
25,1967.0,6.127077268966691e-25,-16.97899,-1.00037,-1.05
26,1952.0,6.337458060092439e-25,-16.948755,-0.7354499999999999,-1.05
27,2039.0,8.157593554482267e-25,-16.91852,-0.47053,-1.05
28,18358.0,8.954415824156275e-25,-17.09993,-2.06005,-1.35
29,18625.0,9.502950476775787e-25,-17.069695000000003,-1.79513,-1.35
30,18418.0,1.3216011695031446e-24,-17.03946,-1.53021,-1.35
31,18352.0,1.4970852801935131e-24,-17.009224999999997,-1.26529,-1.35
32,18498.0,1.5303856491973836e-24,-16.97899,-1.00037,-1.35
33,2053.0,1.54251049467998e-24,-16.948755,-0.7354499999999999,-1.35
34,18348.0,1.558559277426664e-24,-16.91852,-0.47053,-1.35
35,1873.0,1.7250463901501655e-24,-17.09993,-2.06005,-1.65
36,2118.0,1.975457617065188e-24,-17.069695000000003,-1.79513,-1.65
37,18532.0,1.9936937072080027e-24,-17.03946,-1.53021,-1.65
38,18511.0,2.0970163187783e-24,-17.009224999999997,-1.26529,-1.65
39,2128.0,2.2010099839549407e-24,-16.97899,-1.00037,-1.65
40,1880.0,2.3423441495910324e-24,-16.948755,-0.7354499999999999,-1.65
41,2046.0,2.3984920907686174e-24,-16.91852,-0.47053,-1.65
42,1886.0,2.662032232033613e-24,-17.09993,-2.06005,-1.95
43,18585.0,3.066275177896413e-24,-17.069695000000003,-1.79513,-1.95
44,18619.0,3.3027426314886804e-24,-17.03946,-1.53021,-1.95
45,1858.0,3.464968649622292e-24,-17.009224999999997,-1.26529,-1.95
46,2142.0,3.4857520352759086e-24,-16.97899,-1.00037,-1.95
47,18462.0,3.7969769304000024e-24,-16.948755,-0.7354499999999999,-1.95
48,18393.0,3.8944241751203814e-24,-16.91852,-0.47053,-1.95
49,2137.0,4.1345333881513314e-24,-17.09993,-2.06005,-2.25
50,18404.0,5.695860886902599e-24,-17.069695000000003,-1.79513,-2.25
51,18446.0,5.837565854373143e-24,-17.03946,-1.53021,-2.25
52,18612.0,5.936807842987851e-24,-17.009225,-1.26529,-2.25
53,18548.0,6.493278670070265e-24,-16.97899,-1.00037,-2.25
54,1917.0,7.785305462005371e-24,-16.948755,-0.7354499999999999,-2.25
55,2136.0,8.226667087876986e-24,-16.91852,-0.47053,-2.25
56,1955.0,8.327677281146347e-24,-16.91852,-0.47053,-11.549999999999999
