0,19687.0,5.482540614605276e-46,-0.18,-0.1336,-0.15
1,22084.0,8.096659446166872e-46,-0.18,-0.1336,-0.45
2,3205.0,1.060223908080306e-45,-0.18,-0.1336,-0.75
3,5602.0,1.1052939651578106e-45,-0.18,-0.1336,-1.05
4,22103.0,1.4159484847796314e-45,-0.18,-0.1336,-1.35
5,22134.0,2.0311153877254432e-45,-0.18,-0.1336,-1.65
6,22097.0,2.1064142438340017e-45,-0.18,-0.1336,-1.95
7,22133.0,2.1438608173832546e-45,-0.18,-0.1336,-2.25
8,22094.0,2.8901364495687344e-45,-0.3,-0.266,-2.25
9,22087.0,3.953698886608626e-45,-0.3,-0.266,-1.95
10,5615.0,4.0166078364050553e-45,-0.3,-0.266,-1.65
11,5651.0,4.020923160408518e-45,-0.3,-0.266,-1.35
12,19686.0,4.286469386637824e-45,-0.3,-0.266,-1.05
13,5621.0,4.368323534179465e-45,-0.3,-0.266,-0.75
14,5605.0,5.467341260495331e-45,-0.3,-0.266,-0.45
15,3204.0,5.693781142677501e-45,-0.3,-0.266,-0.15
16,22107.0,6.320866485431607e-45,-0.42000000000000004,-0.1384,-2.25
17,22105.0,6.616087689864404e-45,-0.42000000000000004,-0.1384,-1.95
18,5652.0,6.753208940173786e-45,-0.42000000000000004,-0.1384,-1.65
19,5612.0,6.944455786042617e-45,-0.42000000000000004,-0.1384,-1.35
20,5625.0,8.14568124335675e-45,-0.42000000000000004,-0.1384,-1.05
21,22073.0,9.25282264643682e-45,-0.42000000000000004,-0.1384,-0.75
22,5623.0,1.7502970867868502e-44,-0.42000000000000004,-0.1384,-0.45
23,5591.0,2.065073592704636e-44,-0.42000000000000004,-0.1384,-0.15
24,22096.0,2.0998215390992977e-44,-0.78,-0.1456,-0.15
25,22085.0,2.3908430003555745e-44,-0.78,-0.1456,-0.45
26,19663.0,2.9763069422924847e-44,-0.78,-0.1456,-0.75
27,22086.0,3.435495181235608e-44,-0.78,-0.1456,-1.05
28,5604.0,3.7099950037352455e-44,-0.78,-0.1456,-1.35
